Timestamp | Device_ID | Heart_Rate (BPM) | Status
2026-06-04 10:46:33 | WARD_A_HR_02 | 54 | CRITICAL
2026-06-04 10:46:33 | WARD_A_HR_03 | 149 | CRITICAL
2026-06-04 10:46:33 | WARD_A_HR_04 | 89 | NORMAL
2026-06-04 10:46:33 | WARD_A_HR_05 | 89 | NORMAL
2026-06-04 10:46:34 | WARD_A_HR_01 | 101 | CRITICAL
2026-06-04 10:46:34 | WARD_A_HR_02 | 123 | CRITICAL
2026-06-04 10:46:34 | WARD_A_HR_03 | 57 | CRITICAL
2026-06-04 10:46:34 | WARD_A_HR_04 | 148 | CRITICAL
2026-06-04 10:46:34 | WARD_A_HR_05 | 143 | CRITICAL
2026-06-04 10:46:35 | WARD_A_HR_01 | 73 | NORMAL
2026-06-04 10:46:35 | WARD_A_HR_02 | 100 | WARNING
2026-06-04 10:46:35 | WARD_A_HR_03 | 59 | CRITICAL
2026-06-04 10:46:35 | WARD_A_HR_04 | 105 | CRITICAL
2026-06-04 10:46:35 | WARD_A_HR_05 | 113 | CRITICAL
2026-06-04 10:46:36 | WARD_A_HR_01 | 68 | NORMAL
2026-06-04 10:46:36 | WARD_A_HR_02 | 63 | NORMAL
2026-06-04 10:46:36 | WARD_A_HR_03 | 47 | CRITICAL
2026-06-04 10:46:36 | WARD_A_HR_04 | 73 | NORMAL
2026-06-04 10:46:36 | WARD_A_HR_05 | 74 | NORMAL
2026-06-04 10:46:37 | WARD_A_HR_01 | 71 | NORMAL
2026-06-04 10:46:37 | WARD_A_HR_02 | 98 | WARNING
2026-06-04 10:46:37 | WARD_A_HR_03 | 141 | CRITICAL
2026-06-04 10:46:37 | WARD_A_HR_04 | 145 | CRITICAL
2026-06-04 10:46:37 | WARD_A_HR_05 | 67 | NORMAL
2026-06-04 10:46:38 | WARD_A_HR_01 | 47 | CRITICAL
2026-06-04 10:46:38 | WARD_A_HR_02 | 92 | WARNING
2026-06-04 10:46:38 | WARD_A_HR_03 | 59 | CRITICAL
2026-06-04 10:46:38 | WARD_A_HR_04 | 141 | CRITICAL
2026-06-04 10:46:38 | WARD_A_HR_05 | 124 | CRITICAL
2026-06-04 10:46:39 | WARD_A_HR_01 | 137 | CRITICAL
2026-06-04 10:46:39 | WARD_A_HR_02 | 125 | CRITICAL
2026-06-04 10:46:39 | WARD_A_HR_03 | 80 | NORMAL
2026-06-04 10:46:39 | WARD_A_HR_04 | 116 | CRITICAL
2026-06-04 10:46:39 | WARD_A_HR_05 | 124 | CRITICAL
2026-06-04 10:46:40 | WARD_A_HR_01 | 62 | NORMAL
2026-06-04 10:46:40 | WARD_A_HR_02 | 88 | NORMAL
2026-06-04 10:46:40 | WARD_A_HR_03 | 94 | WARNING
2026-06-04 10:46:40 | WARD_A_HR_04 | 113 | CRITICAL
2026-06-04 10:46:40 | WARD_A_HR_05 | 78 | NORMAL
2026-06-04 10:46:41 | WARD_A_HR_01 | 87 | NORMAL
2026-06-04 10:46:41 | WARD_A_HR_02 | 46 | CRITICAL
2026-06-04 10:46:41 | WARD_A_HR_03 | 137 | CRITICAL
2026-06-04 10:46:41 | WARD_A_HR_04 | 126 | CRITICAL
2026-06-04 10:46:41 | WARD_A_HR_05 | 127 | CRITICAL
2026-06-04 10:46:42 | WARD_A_HR_01 | 144 | CRITICAL
2026-06-04 10:46:42 | WARD_A_HR_02 | 71 | NORMAL
2026-06-04 10:46:42 | WARD_A_HR_03 | 147 | CRITICAL
2026-06-04 10:46:42 | WARD_A_HR_04 | 78 | NORMAL
2026-06-04 10:46:42 | WARD_A_HR_05 | 134 | CRITICAL
2026-06-04 10:46:43 | WARD_A_HR_01 | 55 | CRITICAL
2026-06-04 10:46:43 | WARD_A_HR_02 | 121 | CRITICAL
2026-06-04 10:46:43 | WARD_A_HR_03 | 127 | CRITICAL
2026-06-04 10:46:43 | WARD_A_HR_04 | 72 | NORMAL
2026-06-04 10:46:43 | WARD_A_HR_05 | 96 | WARNING
2026-06-04 10:46:44 | WARD_A_HR_01 | 61 | NORMAL
2026-06-04 10:46:44 | WARD_A_HR_02 | 91 | WARNING
2026-06-04 10:46:44 | WARD_A_HR_03 | 64 | NORMAL
2026-06-04 10:46:44 | WARD_A_HR_04 | 87 | NORMAL
2026-06-04 10:46:44 | WARD_A_HR_05 | 93 | WARNING
2026-06-04 10:46:45 | WARD_A_HR_01 | 83 | NORMAL
2026-06-04 10:46:45 | WARD_A_HR_02 | 46 | CRITICAL
2026-06-04 10:46:45 | WARD_A_HR_03 | 115 | CRITICAL
2026-06-04 10:46:45 | WARD_A_HR_04 | 104 | CRITICAL
2026-06-04 10:46:45 | WARD_A_HR_05 | 131 | CRITICAL
2026-06-04 10:46:46 | WARD_A_HR_01 | 83 | NORMAL
2026-06-04 10:46:46 | WARD_A_HR_02 | 87 | NORMAL
2026-06-04 10:46:46 | WARD_A_HR_03 | 150 | CRITICAL
2026-06-04 10:46:46 | WARD_A_HR_04 | 47 | CRITICAL
2026-06-04 10:46:46 | WARD_A_HR_05 | 116 | CRITICAL
2026-06-04 10:46:47 | WARD_A_HR_01 | 55 | CRITICAL
2026-06-04 10:46:47 | WARD_A_HR_02 | 93 | WARNING
2026-06-04 10:46:47 | WARD_A_HR_03 | 58 | CRITICAL
2026-06-04 10:46:47 | WARD_A_HR_04 | 90 | WARNING
2026-06-04 10:46:47 | WARD_A_HR_05 | 88 | NORMAL
2026-06-04 10:46:48 | WARD_A_HR_01 | 144 | CRITICAL
2026-06-04 10:46:48 | WARD_A_HR_02 | 85 | NORMAL
2026-06-04 10:46:48 | WARD_A_HR_03 | 139 | CRITICAL
2026-06-04 10:46:48 | WARD_A_HR_04 | 103 | CRITICAL
2026-06-04 10:46:48 | WARD_A_HR_05 | 52 | CRITICAL
2026-06-04 10:46:49 | WARD_A_HR_01 | 85 | NORMAL
2026-06-04 10:46:49 | WARD_A_HR_02 | 148 | CRITICAL
2026-06-04 10:46:49 | WARD_A_HR_03 | 71 | NORMAL
2026-06-04 10:46:49 | WARD_A_HR_04 | 104 | CRITICAL
2026-06-04 10:46:49 | WARD_A_HR_05 | 60 | NORMAL
2026-06-04 10:46:50 | WARD_A_HR_01 | 61 | NORMAL
2026-06-04 10:46:50 | WARD_A_HR_02 | 63 | NORMAL
2026-06-04 10:46:50 | WARD_A_HR_03 | 117 | CRITICAL
2026-06-04 10:46:50 | WARD_A_HR_04 | 71 | NORMAL
2026-06-04 10:46:50 | WARD_A_HR_05 | 126 | CRITICAL
2026-06-04 10:46:51 | WARD_A_HR_01 | 71 | NORMAL
2026-06-04 10:46:51 | WARD_A_HR_02 | 49 | CRITICAL
2026-06-04 10:46:51 | WARD_A_HR_03 | 90 | WARNING
2026-06-04 10:46:51 | WARD_A_HR_04 | 108 | CRITICAL
2026-06-04 10:46:51 | WARD_A_HR_05 | 70 | NORMAL
2026-06-04 10:46:52 | WARD_A_HR_01 | 131 | CRITICAL
2026-06-04 10:46:52 | WARD_A_HR_02 | 146 | CRITICAL
2026-06-04 10:46:52 | WARD_A_HR_03 | 93 | WARNING
2026-06-04 10:46:52 | WARD_A_HR_04 | 72 | NORMAL
2026-06-04 10:46:52 | WARD_A_HR_05 | 120 | CRITICAL
2026-06-04 10:46:53 | WARD_A_HR_01 | 112 | CRITICAL
2026-06-04 10:46:53 | WARD_A_HR_02 | 111 | CRITICAL
2026-06-04 10:46:53 | WARD_A_HR_03 | 84 | NORMAL
2026-06-04 10:46:53 | WARD_A_HR_04 | 116 | CRITICAL
2026-06-04 10:46:53 | WARD_A_HR_05 | 52 | CRITICAL
2026-06-04 10:46:54 | WARD_A_HR_01 | 125 | CRITICAL
2026-06-04 10:46:54 | WARD_A_HR_02 | 133 | CRITICAL
2026-06-04 10:46:54 | WARD_A_HR_03 | 105 | CRITICAL
2026-06-04 10:46:54 | WARD_A_HR_04 | 54 | CRITICAL
2026-06-04 10:46:54 | WARD_A_HR_05 | 94 | WARNING
2026-06-04 10:46:55 | WARD_A_HR_01 | 149 | CRITICAL
2026-06-04 10:46:55 | WARD_A_HR_02 | 61 | NORMAL
2026-06-04 10:46:55 | WARD_A_HR_03 | 93 | WARNING
2026-06-04 10:46:55 | WARD_A_HR_04 | 53 | CRITICAL
2026-06-04 10:46:55 | WARD_A_HR_05 | 93 | WARNING
2026-06-04 10:46:56 | WARD_A_HR_01 | 55 | CRITICAL
2026-06-04 10:46:56 | WARD_A_HR_02 | 135 | CRITICAL
2026-06-04 10:46:56 | WARD_A_HR_03 | 84 | NORMAL
2026-06-04 10:46:56 | WARD_A_HR_04 | 143 | CRITICAL
2026-06-04 10:46:56 | WARD_A_HR_05 | 94 | WARNING
2026-06-04 10:46:57 | WARD_A_HR_01 | 46 | CRITICAL
2026-06-04 10:46:57 | WARD_A_HR_02 | 114 | CRITICAL
2026-06-04 10:46:57 | WARD_A_HR_03 | 57 | CRITICAL
2026-06-04 10:46:57 | WARD_A_HR_04 | 72 | NORMAL
2026-06-04 10:46:57 | WARD_A_HR_05 | 83 | NORMAL
2026-06-04 10:46:58 | WARD_A_HR_01 | 111 | CRITICAL
2026-06-04 10:46:58 | WARD_A_HR_02 | 136 | CRITICAL
2026-06-04 10:46:58 | WARD_A_HR_03 | 86 | NORMAL
2026-06-04 10:46:58 | WARD_A_HR_04 | 126 | CRITICAL
2026-06-04 10:46:58 | WARD_A_HR_05 | 120 | CRITICAL
2026-06-04 10:46:59 | WARD_A_HR_01 | 150 | CRITICAL
2026-06-04 10:46:59 | WARD_A_HR_02 | 49 | CRITICAL
2026-06-04 10:46:59 | WARD_A_HR_03 | 148 | CRITICAL
2026-06-04 10:46:59 | WARD_A_HR_04 | 100 | WARNING
2026-06-04 10:46:59 | WARD_A_HR_05 | 127 | CRITICAL
2026-06-04 10:47:00 | WARD_A_HR_01 | 120 | CRITICAL
2026-06-04 10:47:00 | WARD_A_HR_02 | 54 | CRITICAL
2026-06-04 10:47:00 | WARD_A_HR_03 | 75 | NORMAL
2026-06-04 10:47:00 | WARD_A_HR_04 | 103 | CRITICAL
2026-06-04 10:47:00 | WARD_A_HR_05 | 110 | CRITICAL
2026-06-04 10:47:01 | WARD_A_HR_01 | 132 | CRITICAL
2026-06-04 10:47:01 | WARD_A_HR_02 | 106 | CRITICAL
2026-06-04 10:47:01 | WARD_A_HR_03 | 130 | CRITICAL
2026-06-04 10:47:01 | WARD_A_HR_04 | 102 | CRITICAL
2026-06-04 10:47:01 | WARD_A_HR_05 | 58 | CRITICAL
2026-06-04 10:47:02 | WARD_A_HR_01 | 75 | NORMAL
2026-06-04 10:47:02 | WARD_A_HR_02 | 72 | NORMAL
2026-06-04 10:47:02 | WARD_A_HR_03 | 106 | CRITICAL
2026-06-04 10:47:02 | WARD_A_HR_04 | 63 | NORMAL
2026-06-04 10:47:02 | WARD_A_HR_05 | 121 | CRITICAL
2026-06-04 10:47:03 | WARD_A_HR_01 | 60 | NORMAL
2026-06-04 10:47:03 | WARD_A_HR_02 | 48 | CRITICAL
2026-06-04 10:47:03 | WARD_A_HR_03 | 66 | NORMAL
2026-06-04 10:47:03 | WARD_A_HR_04 | 119 | CRITICAL
2026-06-04 10:47:03 | WARD_A_HR_05 | 143 | CRITICAL
2026-06-04 10:47:04 | WARD_A_HR_01 | 139 | CRITICAL
2026-06-04 10:47:04 | WARD_A_HR_02 | 80 | NORMAL
2026-06-04 10:47:04 | WARD_A_HR_03 | 70 | NORMAL
2026-06-04 10:47:04 | WARD_A_HR_04 | 85 | NORMAL
2026-06-04 10:47:04 | WARD_A_HR_05 | 75 | NORMAL
2026-06-04 10:47:05 | WARD_A_HR_01 | 73 | NORMAL
2026-06-04 10:47:05 | WARD_A_HR_02 | 125 | CRITICAL
2026-06-04 10:47:05 | WARD_A_HR_03 | 101 | CRITICAL
2026-06-04 10:47:05 | WARD_A_HR_04 | 95 | WARNING
2026-06-04 10:47:05 | WARD_A_HR_05 | 140 | CRITICAL
